messageid,severity,severityid,module_dll,module_name,description 
2333,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager is preparing to send the compressed image of package '$string1$' to child site '$string2$'.
2334,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager created a 1.x style instruction to send package '$string1$' to 1.x child site '$string2$'.
2335,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager instructed Scheduler and Sender to send package '$string1$' to child site '$string2$'.
2336,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to create a 1.x style instruction to send package '$string1$' to 1.x child site '$string2$'.  Solution: Verify that the site server has available memory and that there is enough free disk space to create the instruction file.
2337,error,-1073741824,srvmsgs.dll,SMS Server,"Distribution Manager failed to instruct Scheduler to send package '$string1$' to child site '$string2$'.  Solution: Verify that the site server has available memory and that there is enough free disk space to create the instruction file.   Retry Interval is $string3$ minutes, number of retries left is $string4$."
2338,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager created a 1.x style instruction to send package definition for package '$string1$' to 1.x child site '$string2$'.
2339,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager instructed Scheduler and Sender to send the package information for package '$string1$' to child site '$string2$'.
2340,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to create a 1.x style instruction to send the package definition for package '$string1$' to 1.x child site '$string2$'.  Solution: Verify that the site server has available memory and that there is enough free disk space to create the instruction file.
2341,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to send the package information for package '$string1$' to child site '$string2$'.  Solution: Verify that the site server has available memory and that there is enough free disk space to create the instruction file.
2342,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager is starting to distribute package '$string1$' to distribution point '$string2$'.
2343,error,-1073741824,srvmsgs.dll,SMS Server,There is not enough free disk space to copy package '$string1$' to '$string2$'.  Solution: Verify that '$string2$' has at least $string3$ kbytes of free disk.
2344,error,-1073741824,srvmsgs.dll,SMS Server,"Failed to create virtual directory on the defined share or volume on distribution point '$string1$'.  Possible cause: Distribution Manager requires that IIS base components be installed on the local Configuration Manager Site Server in order to create the virtual directory.  Distribution Manager also requires that IIS Web Services be installed on the Distribution Point Server that needs to support Background Intelligent Transfer Service (BITS). Solution: Verify that IIS base components are installed on the local Configuration Manager Site Server, and IIS Web Services are installed on the Distribution Point Server."
2345,error,-1073741824,srvmsgs.dll,SMS Server,"Failed to delete virtual directory on the defined share or volume on distribution point '$string1$'.  Possible cause: The IIS base components may not be installed on the local Configuration Manager Site Server or IIS Web Services may not be installed on the Distribution Point Server. Solution: Verify that IIS base components are installed on the local Configuration Manager Site Server, and IIS Web Services are installed on the Distribution Point Server."
2346,error,-1073741824,srvmsgs.dll,SMS Server,"Distribution Manager failed to distribute package '$string1$'.  Possible cause: The specified share is a hidden share. Solution: Specify a different share name on the Data Access tab of the Package Properties dialog box in the Configuration Manager Console.   Retry Interval is $string2$ minutes, number of retries left is $string3$."
2347,warning,-2147483648,srvmsgs.dll,SMS Server,Distribution Manager upgraded the hidden file ISAPI on the distribution point but was unable to load the file because the original ISAPI was in use. To load the new ISAPI please restart IIS on computer '$string1$'.
2348,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to decompress package '$string1$' from '$string2$'.  Possible cause: The compressed image '$string2$' is either missing or corrupt. Distribution Manager will not attempt to recover the package. Please update the package to repair the compressed image
2349,error,-1073741824,srvmsgs.dll,SMS Server,"The WebDAV server extensions are disabled on the distribution point '$string1$'.  As a result, clients will not be able to use BITS support on the distribution point. To enable BITS support, enable the WebDAV server extension from the Web Service Extensions node in the Internet Information Services (IIS) administrative tool."
2350,informational,1073741824,srvmsgs.dll,SMS Server,"Distribution Manager instructed Scheduler and Sender to send a forwarding request to site '$string2$', requesting that site to forward package '$string1$' to site '$string3$'."
2351,warning,-2147483648,srvmsgs.dll,SMS Server,"Distribution Manager is unable to forward package '$string1$' to site(s) '$string2$' because the local version of the package ('$string3$') is greater than the version requested ('$string4$').  Possible cause: A package update has recently been triggered. The package source site has been recently recovered. Possible workaround: If the package has been recently updated, verify that sites '$string2$' receive the package directly from package source site. If package source site has been recently recovered, verify that all recovery steps for this package have been followed."
2352,error,-1073741824,srvmsgs.dll,SMS Server,"Distribution Manager is unable to forward package '$string1$' to site(s) '$string2$' because the local version of the package ('$string3$') is lower than the version requested ('$string4$').  Possible cause: A package update has recently been triggered. This site '$string5$' has been recently recovered. Possible workaround: If the package has been recently updated, verify that sites '$string2$' receive the package directly from package source site. If this site has been recently recovered, verify that all recovery steps for this package have been followed."
2353,error,-1073741824,srvmsgs.dll,SMS Server,"Failed to configure ports in IIS on the defined share or volume on distribution point '$string1$'.  Possible cause: Distribution Manager requires that IIS base components be installed on the local Configuration Manager Site Server in order to configure the ports.  Distribution Manager also requires that IIS Web Services be installed on the Distribution Point Server that needs to support Background Intelligent Transfer Service (BITS). Solution: Verify that IIS base components are installed on the local Configuration Manager Site Server, and IIS Web Services are installed on the Distribution Point Server."
2354,error,-1073741824,srvmsgs.dll,SMS Server,"Failed to validate package status file '$string1$' received from Distribution Point $string2$ for package $string3$.  Possible cause: For content prestaging, the remote distribution point package is not enabled for prestaging. The package being prestaged on the remote distribution point is not enabled for prestaging. The source version of the package extracted on the remote prestaged distribution point or distributed to the remote distribution point does not match with the current version of the package on the site server. Solution: Verify that both the remote distribution point as well as the package is enabled for prestaging. Ensure that the latest version of the package is being extracted/distributed on/to the remote distribution point."
2355,warning,-2147483648,srvmsgs.dll,SMS Server,Package '$string1$' is not assigned to any standard distribution points for site '$string2$'. Branch distribution points require the package to be assigned to at least one standard distribution point .  The branch distribution point downloads package content from a standard distribution point from the site where the branch distribution point client is assigned.
2356,error,-1073741824,srvmsgs.dll,SMS Server,"Distribution Manager failed to instruct Package Transfer manager to send package '$string1$' to distribution point '$string2$'.  Solution: Verify that the site server has available memory and that there is enough free disk space to create the send job.   Retry Interval is $string3$ minutes, number of retries left is $string4$."
2357,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager instructed Package Transfer manager to send package '$string1$' to distribution point '$string2$'.
2358,warning,-2147483648,srvmsgs.dll,SMS Server,'$string1$' server ('$string2$') is a 32-bit system. Multicast or File Streaming are not supported distribution point features on 32-bit system.  These features can not be enabled on this distribution point.
2359,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to find a drive on distribution point '$string1$' on system '$string2$' which has characteristics appropriate for storing shared folders used by distribution point.  Possible cause: Windows NT distribution points might not have at least one available NTFS drive. Solution: Verify that there is at least one NTFS drive with enough free disk space to store the packages.
2360,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to verify drive specified by user on distribution point '$string1$' on system '$string2$'.  Possible cause: The distribution point might not have specified volume or the speicified volume is not NTFS drive or it does not have enough free space. Solution: Verify that selected drive is of NTFS type with enough free disk space to store the packages.
2361,error,-1073741824,srvmsgs.dll,SMS Server,"Distribution Manager failed to access the source directory '$string1$' for content '$string2$' (content ID = $string3$).  Possible cause: Distribution Manager does not have sufficient rights to the source directory. Solution: Verify that the site server computer account has at least Read access to the directory you specify as the source directory.  Possible cause: There is not enough disk space available on the site server. Solution: Verify that there is enough free disk space available on the site server.   Retry Interval is $string4$ minutes, number of retries left is $string5$."
2362,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager successfully installed IIS component of operating system to distribution point '$string1$'.
2363,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager has not tried to install IIS component of operating system to distribution point '$string1$' because its operating system is older than Windows Server 2008. Manual installation of IIS component of operating system to distribution point might be needed. Please ensure RDC is also enabled.
2364,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager installed IIS component of operating system to distribution point '$string1$'. Installation process ended with an exit code of $string2$. Reboot of machine '$string1$' is needed to complete the configuration of IIS component of operating system. Also please ensure that the http(s) traffic is not blocked on this machine by firewall settings.
2365,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager attempted to run a tool to install IIS component of operating system to distribution point '$string1$'. The tool returned non-zero error code $string2$. Reboot or manual installation of IIS might be required to complete the configuration of IIS component of operating system. Also please ensure that the http(s) traffic is not blocked on this machine by firewall settings and RDC is enabled.
2366,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager attempted to run a tool to install IIS component of operating system to distribution point '$string1$'. Reboot or manual installation of IIS might be required to complete the configuration of IIS component of operating system. Also please ensure that the http(s) traffic is not blocked on this machine by firewall settings.
2367,informational,1073741824,srvmsgs.dll,SMS Server,Package '$string1$' content was successfully imported from a prestaged content file to distribution points on site server '$string2$' ($string3$).
2368,warning,-2147483648,srvmsgs.dll,SMS Server,An error occurred during the import of content from a prestaged content file to distribution points on site server '$string1$' ($string2$).
2369,informational,1073741824,srvmsgs.dll,SMS Server,WDS is not installed on distribution point '$string1$'.The PXE service point will not be available.
2370,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to install distribution point $string1$ on computer $string2$.  Possible cause: Distribution Manager does not have sufficient rights to the computer. Solution: Verify that the site server computer account is an administrator on the distribution point computer.
2371,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager is waiting for package $string1$ content to be prestaged on the distribution point $string2$. You must manually prestage the package $string1$ on the distribution point before the content will be available.
2372,informational,1073741824,srvmsgs.dll,SMS Server,The content files for package $string1$ have not yet arrived from the source site $string2$. Distribution Manager will try again later to distribute the content.
2373,informational,1073741824,srvmsgs.dll,SMS Server,PXE is $string1$ on distribution point $string2$
2374,informational,1073741824,srvmsgs.dll,SMS Server,Multicast is $string1$ on distribution point $string2$
2375,informational,1073741824,srvmsgs.dll,SMS Server,Created virtual directories on the defined share or volume on distribution point '$string1$' successfully.
2376,informational,1073741824,srvmsgs.dll,SMS Server,Distribution Manager created a snapshot for content $string1$ successfully.
2380,informational,1073741824,srvmsgs.dll,SMS Server,Start to evaluate package '$string1$' on distribution point '$string2$'.
2381,informational,1073741824,srvmsgs.dll,SMS Server,An evaluation task is running. Put package '$string1$' to wait queue on distribution point '$string2$'.
2382,error,-1073741824,srvmsgs.dll,SMS Server,The hash of package '$string1$' is invalid on distribution point '$string2$'. Please redistribute the package.
2383,warning,-2147483648,srvmsgs.dll,SMS Server,Failed to validate package '$string1$' on distribution point '$string2$'. The package may not be present or may be corrupt. Please redistribute it.
2384,informational,1073741824,srvmsgs.dll,SMS Server,Package '$string1$' on distribution point '$string2$' has been verified successfully.
2385,error,-1073741824,srvmsgs.dll,SMS Server,Following file(s) of package '$string1$' on distribution point '$string2$' are missing. $string3$
2386,informational,1073741824,srvmsgs.dll,SMS Server,All content on distribution point '$string1$' has been verified.
2387,informational,1073741824,srvmsgs.dll,SMS Server,The hash of the migrated package '$string1$' is incorrect in the database. Please update the package on the Configuration Manager 2007 site and then migrate the package again.
2388,warning,-2147483648,srvmsgs.dll,SMS Server,Failed to retrieve the package list on the distribution point $string1$. Or the package list in content library doesn't match the one in WMI. Review smsdpmon.log for more information about this failure.
2389,warning,-2147483648,srvmsgs.dll,SMS Server,Failed to copy the package '$string1$' from '$string2$' into the content library on the distribution point server '$string3$'.
2390,informational,1073741824,srvmsgs.dll,SMS Server,The migrated packages on the distribution point server '$string1$' have been successfully copied into the content library on the server.
2391,error,-1073741824,srvmsgs.dll,SMS Server,Distribution Manager failed to connect to the distribution point $string1$. Check your network and firewall settings.
2392,warning,-2147483648,srvmsgs.dll,SMS Server,Distribution Manager has not tried to install IIS component of operating system to distribution point '$string1$'. You should install and configure IIS manually. Please ensure RDC is also enabled.
2393,informational,1073741824,srvmsgs.dll,SMS Server,Successfully retrieved and validated the package list from the distribution point $string1$.
2394,warning,-2147483648,srvmsgs.dll,SMS Server,A reboot is required on the distribution point $string1$.
2397,informational,1073741824,srvmsgs.dll,SMS Server,Detail will be available after the server finishes processing the messages.
2398,informational,1073741824,srvmsgs.dll,SMS Server,Starting to process content
2399,informational,1073741824,srvmsgs.dll,SMS Server,Successfully completed the installation or upgrade of the distribution point on computer '$string1$'.
2400,error,-1073741824,srvmsgs.dll,SMS Server,"Database Notification Monitor failed to copy file smsxp.dll from the \SMS\bin\i386 directory to its required place in the\Windows\system32 directory. Smsxp.dll must exist in the system32 directory for all triggering operations to function, such as notification to the server components of a new package or collection.  Possible cause: The file '$string1$' exists, but it is corrupt. Solution: Delete the file, and then stop and restart Database Notification Monitor. You can use Configuration Manager Service Manager, which is invoked from the Configuration Manager Console, to stop and start components.  Possible cause: The file is being read from a remote computer (the site server) that is not accessible. Solution: Ensure that the remote computer is running and accessible.  Possible cause: The file smsxp.dll exists, but something else has changed the permissions or attributes of the file or the directory containing it. Solution: Restore the file's permissions or attributes so that this service can access the file.  If you ignore this problem, ConfigMgr will probably fix it and complete this operation later. If this error occurs repeatedly, refer to your ConfigMgr Documentation or the Microsoft Knowledge Base for further troubleshooting information."
2401,warning,-2147483648,srvmsgs.dll,SMS Server,"Database Notification Monitor failed to execute database maintenance task '$string1$'.  Possible cause: A SQL Server problem prevented this task from running. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs.  Most database maintenance tasks are designed to optimize database performance. If a task fails once, the effect on the system will be small and you can ignore the failure. But if a task fails repeatedly you should investigate and fix the problem."
2402,error,-1073741824,srvmsgs.dll,SMS Server,"Database Notification Monitor failed to execute database maintenance SQL Server command '$string1$'.  Possible cause: The SQL Server command contains syntax errors. Solution: Manually execute the command using the Microsoft SQL Server ISQL/w application, and fix any problems you discover. When you are satisfied the command runs successfully in ISQL/w, correct in the Configuration Manager Console.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the Smsdbmon.log for SQL Server error logs."
2404,informational,1073741824,srvmsgs.dll,SMS Server,The database maintenance SQL Server task '$string1$' completed successfully. The task deleted $string2$ items from the site database.
2405,informational,1073741824,srvmsgs.dll,SMS Server,"Database Notification Monitor is installing trigger '$string1$' for table '$string2$' and actions '$string3$' in the site database.  Server components such as Hierarchy Manager, Collection Evaluator, and Discovery Data Manager instruct Database Notification Monitor to install SQL Server triggers. Then, when certain kinds of data are added to, changed in, or removed from the site database, the SQL Server triggers notify Database Notification Monitor.  In turn, Database Notification Monitor notifies the appropriate server components."
2406,informational,1073741824,srvmsgs.dll,SMS Server,"Database Notification Monitor is removing trigger '$string1$' from the site database.  Server components such as Hierarchy Manager, Collection Evaluator, and Discovery Data Manager instruct Database Notification Monitor to install SQL triggers. Then, when certain kinds of data are added to, changed in, or removed from the site database, the SQL Server triggers notify Database Notification Monitor.  In turn, Database Notification Monitor notifies the appropriate server components.  This trigger is being removed because it is no longer needed."
2407,error,-1073741824,srvmsgs.dll,SMS Server,"Database Notification Monitor failed to install trigger '$string1$' in the site database.  Possible cause: Either table '$string2$' or column '$string3$' of table '$string2$' does not exist in the site database. Solution: If you modified table '$string2$', restore it to its original, unmodified state.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If this error occurs repeatedly, refer to your ConfigMgr Documentation or the Microsoft Knowledge Base for further troubleshooting information."
2408,informational,1073741824,srvmsgs.dll,SMS Server,Database Notification Monitor is executing database maintenance SQL Server command/task '$string1$'.  You can configure the execution schedule for this SQL Server command/task in the Configuration Manager console under Administration / Overview / Site Configuration / Sites -> Site Maintenance.
2409,informational,1073741824,srvmsgs.dll,SMS Server,The Delete Aged Collected Files database maintenance task completed successfully. The task deleted $string1$ collected files and $string2$ directories.
2410,informational,1073741824,srvmsgs.dll,SMS Server,The Rebuild Indexes database maintenance task successfully recreated index '$string1$' on table '$string2$' in the site database.  The Rebuild Indexes task periodically recreates the indexes in the site database to provide optimal query performance.
2411,informational,1073741824,srvmsgs.dll,SMS Server,"The Rebuild Indexes task has dropped index '$string1$' on table '$string2$' in the site database.  The Rebuild Indexes task periodically recreates the indexes in the site database to provide optimal query performance. The task will drop an index when the index has a density of less than 0.50, which indicates that it is not selective enough to improve query performance."
2412,informational,1073741824,srvmsgs.dll,SMS Server,The Monitor Keys and Recreate Views database maintenance task has detected less than 100 values left for key '$string1$' and has rolled it over to '$string2$'.
2413,informational,1073741824,srvmsgs.dll,SMS Server,"The Software Metering File Usage Summarization task has completed, $string1$ rows have been added to the summary tables."
2414,informational,1073741824,srvmsgs.dll,SMS Server,"The Software Metering Data Monthly Usage Summarization task has completed, $string1$ rows have been added or updated in the summary tables."
2415,informational,1073741824,srvmsgs.dll,SMS Server,"The Clear Install Flag for Undiscovered Clients task has completed, $string1$ rows have been updated in system discovery tables."
2416,warning,-2147483648,srvmsgs.dll,SMS Server,"Database Notification Monitor could not start the SMS Backup service on server $string1$.  Possible cause: You changed the service setting for the SMS Backup service, but forgot to notify SMS. Solution: Use Configuration Manager Setup to modify the installation of the site.  Possible cause: Database Notification Monitor does not have sufficient access rights to administer the site server. Solution: Verify that the server connection accounts are properly configured to allow the Database Notification Monitor to administer the site server."
2417,informational,1073741824,srvmsgs.dll,SMS Server,"The Delete Inactive Client Discovery Data task has completed, $string1$ inactive clients have been removed from the database."
2418,informational,1073741824,srvmsgs.dll,SMS Server,"The Delete Obsolete Client Discovery Data task has completed, $string1$ obsolete clients have been removed from the database."
2419,informational,1073741824,srvmsgs.dll,SMS Server,"The Client Access License Usage Data Summarization task has completed, $string1$ rows have been added or updated in the summary table."
2420,warning,-2147483648,srvmsgs.dll,SMS Server,"The task '$string1$' is configured to run today, but it could not run within the scheduled time.   Possible cause: The task has been enabled recently or updated to run today, but this occurred after the end of the scheduled time.  Or, other tasks that were scheduled to run today did not complete before the end of the scheduled time, preventing this task from starting.  Solution: Allow more time for this task to run, or schedule this task to run at another day or time. You can configure the schedule for this task in the Configuration Manager console under Administration / Overview / Site Configuration / Sites -> Site Maintenance."
2421,warning,-2147483648,srvmsgs.dll,SMS Server,Database Notification Monitor succeed to start task Reset AMT Computer Passwords.
2422,warning,-2147483648,srvmsgs.dll,SMS Server,Database Notification Monitor succeed to start task Evaluate Provisioned AMT Computer Certificates.
2423,informational,1073741824,srvmsgs.dll,SMS Server,Database Notification Monitor succeed to run task 'Delete Expired Bookmarks'. $string1$ bookmarks have been removed.
2424,informational,1073741824,srvmsgs.dll,SMS Server,Database Notification Monitor succeed to run task 'Delete Expired Activities'. $string1$ activities have been removed.
2425,informational,1073741824,srvmsgs.dll,SMS Server,Database Notification Monitor succeed to run task 'Delete Expired Activity Facts'. $string1$ activity facts have been removed.
2426,informational,1073741824,srvmsgs.dll,SMS Server,Database Notification Monitor successfully ran task 'Delete Obsolete Alerts'. $string1$ alerts have been removed.
2427,informational,1073741824,srvmsgs.dll,SMS Server,The database maintenance SQL Server task '$string1$' completed successfully. $string2$ catalog rows have been added.
2428,informational,1073741824,srvmsgs.dll,SMS Server,The database maintenance SQL Server task '$string1$' completed successfully. $string2$ Software rows have been added to summary table.
2500,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to enumerate collections.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full. 6. Verify that there are at least 50 SQL Server user connections, plus 5 for each Configuration Manager Console.  If the problem persists, check the SQL Server error logs."
2504,warning,-2147483648,srvmsgs.dll,SMS Server,"Collection Evaluator failed to find collection '$string1$'. Collection Evaluator received a .udc (update collection) or .adc (create collection) file for a collection that does not exist.  Possible cause: The collection was deleted shortly after being created or updated, but Database Notification Monitor and Collection Evaluator processed the create or update file out of sequence. Solution: None needed. The create or update file will simply not be processed for the nonexistent collection."
2507,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to delete collection '$string1$'.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2511,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to update the membership of collection '$string1$'.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2519,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to enumerate members of collection '$string1$' at site '$string2$'.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2521,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to retrieve collection '$string1$' from the collection source. (On primary sites, the collection source is the site database. On secondary sites, it is \Sms\inboxes\colleval.box.)  Possible cause on primary sites: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs.  Possible cause on secondary sites: The file in \Sms\inboxes\colleval.box is corrupt. Solution: Delete the file, and then stop and restart Collection Evaluator. You can use Configuration Manager Service Manager, which is invoked from the Configuration Manager Console, to stop and start components."
2523,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to enumerate membership rules for collection '$string1$'.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2524,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to write to file '$string1$'.  Possible cause: low disk space on the drive containing the file '$string1$'. Solution: Make more space available on that drive.  Possible cause: The file '$string1$' is read-only. Solution: Clear the Read-only attribute from the file's properties dialog box.  Possible cause: Another process has the file '$string1$' locked. Solution: Wait for the other process to finish, then retry the operation.  Possible cause: The file '$string1$' is corrupt. Solution: Delete the file, and then stop and restart Collection Evaluator. You can use Configuration Manager Service Manager, which is invoked from the Configuration Manager Console, to stop and start components."
2530,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to update collection '$string1$' in the collection source. (On primary sites, this is the site database. On secondary sites, this is \Sms\inboxes\colleval.box.)  Possible cause: Low disk space on the disk drive of the site server inbox. Solution: Make more space available on that drive."
2531,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to retrieve a SQL Server command from the collection membership rule.  Possible cause: An SMS Provider failure occurred while inserting the WBEM Query Language (WQL) string into the SQL Server database, or the rule was added improperly. Solution: Recreate the rule in the Configuration Manager Console and save it. If the WQL string had been stored correctly, it should remain after it was resaved, and the proper SQL string should be stored in the database."
2532,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to connect to the site database.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2533,error,-1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator failed to enumerate discovery architectures because it cannot retrieve the discovery architecture list from the database.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2535,error,-1073741824,srvmsgs.dll,SMS Server,Collection '$string1$' has no name. Collection Evaluator cannot continue processing the collection without a name.  Solution: Add a name by editing the collection in the Configuration Manager Console.
2542,warning,-2147483648,srvmsgs.dll,SMS Server,"Collection Evaluator failed to update the query rule '$string1$' of collection '$string2$' ($string3$).  Possible cause: Inventory or Resource classes referenced in the query do not exist at this site, resulting in a SQL error. Solution: Enable the collection of the missing Inventory or Resource information at this site.n Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2543,warning,-2147483648,srvmsgs.dll,SMS Server,"Collection Evaluator failed to evalute some of the query rules for collection '$string1$' ($string2$).  Possible cause: Inventory or Resource classes referenced in the query do not exist at this site, resulting in a SQL error. Solution: Review the immediately preceding status messages from this component about query rule failures. Enable the collection of the missing Inventory or Resource information at this site.  Possible cause: SQL Server problem. Solution:  1. Review the immediately preceding status messages from this component about SQL Server errors. 2. Verify that this computer can reach the SQL Server computer. 3. Verify that SQL Server services are running. 4. Verify that the site can access the site database. 5. Verify that the site database, transaction log, and tempdb are not full.   If the problem persists, check the SQL Server error logs."
2545,informational,1073741824,srvmsgs.dll,SMS Server,Collection Evaluator successfully processed new Collection Settings $string1$.
2546,informational,1073741824,srvmsgs.dll,SMS Server,Collection Evaluator successfully processed Update to Collection Settings $string1$.
2547,informational,1073741824,srvmsgs.dll,SMS Server,Collection Evaluator successfully removed Collection Settings Policy for Collection $string1$.
2548,error,-1073741824,srvmsgs.dll,SMS Server,Collection Evaluator failed to process Collection Settings changes. These changes will be retried on next processing cycle.  Solution: Review the previous status messages and logs for further clarification about this problem.
2549,warning,-2147483648,srvmsgs.dll,SMS Server,Collection Evaluator failed to process Collection Settings for Collection $string1$. This Collection Settings will be retried $string2$ times on the next processing cycles.  Solution: Review the previous status messages and logs for further clarification about this problem.
2550,error,-1073741824,srvmsgs.dll,SMS Server,Collection Evaluator failed to process Collection Settings for Collection $string1$. This Collection Settings has been retried $string2$ times and has reached the maximum retry limit.  Solution: Review the previous status messages and logs for further clarification about this problem.
2551,error,-1073741824,srvmsgs.dll,SMS Server,Collection Evaluator failed to process Collection Settings Replication File $string1$ as Collection $string2$ referenced object of type $string3$ does not exists. This Collection Settings Replication file has been retried $string4$ times and has reached the maximum retry limit.  Solution: Review the previous status messages and logs for further clarification about this problem.
2552,error,-1073741824,srvmsgs.dll,SMS Server,Collection Evaluator failed to process Collection Settings Replication File $string1$. This Collection Settings Replication file has been retried $string2$ times and has reached the maximum retry limit.  Solution: Review the previous status messages and logs for further clarification about this problem.
2553,warning,-2147483648,srvmsgs.dll,SMS Server,Policy Provider failed to process Machine Settings for Machine $string1$. This Machine Settings will be retried on the next processing cycles.  Solution: Review the previous status messages and logs for further clarification about this problem.
2554,error,-1073741824,srvmsgs.dll,SMS Server,Policy Provider failed to process Machine Settings changes. These changes will be retried on next processing cycle.  Solution: Review the previous status messages and logs for further clarification about this problem.
2555,informational,1073741824,srvmsgs.dll,SMS Server,"Collection Evaluator successfully processed $string1$ client updates for collection $string2$. Original clients number: $string3$, added: $string4$, deleted: $string5$."
2556,warning,-2147483648,srvmsgs.dll,SMS Server,The query rule for the collection '$string1$' generated a high number of records ($string2$).  Solution: Consider optimizing the query rule for this collection.
